Alloy_Name,Alloy_Type,Cu,Al,Ag,B,Be,Ca,Co,Ce,Cr,Fe,Hf,La,Mg,Mn,Mo,Nb,Nd,Ni,P,Pb,Pr,Si,Sn,Ti,V,Zn,Zr,Solid_Solution_Temp_K,Aging_Temp_K,Aging_Time_h,Electrical_Conductivity_IACS
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.0,28.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,2.0,29.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.16,28.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.5,28.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.0,29.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,2.0,30.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.17,12.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.15,13.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.0,13.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,2.0,14.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.17,18.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.5,18.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.0,19.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,2.0,20.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.17,17.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.5,17.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.0,18.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,2.0,18.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.17,21.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.5,23.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.0,24.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,2.0,24.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,3.0,25.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.17,25.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.5,27.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.0,28.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,2.0,29.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,3.0,29.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.17,27.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.5,29.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.0,30.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,2.0,32.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,3.0,32.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.083,23.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.25,25.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.5,28.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.75,30.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.0,31.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.5,33.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,2.0,35.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,3.0,37.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,4.0,39.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,5.0,40.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,6.0,42.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,8.0,46.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.083,27.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.25,32.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.5,36.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.75,38.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.0,39.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.5,42.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,2.0,43.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,3.0,46.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,4.0,49.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,5.0,50.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,6.0,52.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,8.0,55.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.083,32.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.25,38.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.5,41.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.75,45.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.0,47.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.5,51.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,2.0,53.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,3.0,55.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,4.0,55.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,5.0,56.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,6.0,57.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,8.0,56.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.083,33.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.25,36.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.5,39.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,0.75,41.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.0,42.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,1.5,47.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,2.0,49.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,3.0,53.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,4.0,55.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,5.0,57.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,6.0,59.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,673.0,8.0,61.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.083,36.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.25,41.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.5,46.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,0.75,49.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.0,50.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,1.5,54.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,2.0,56.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,3.0,58.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,4.0,59.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,5.0,59.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,6.0,60.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,723.0,8.0,61.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.083,43.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.25,49.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.5,52.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,0.75,53.0
Cu-6Ni-1Si-0.5Al,Cu-Ni-Si alloys,92.25,0.5,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0,0,0.15,0,0,0,0,6.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1253.0,773.0,1.0,54.0
