Alloy_Name,Alloy_Type,Cu,Al,Cr,Mg,Ni,Si,Solid_Solution_Temp_K,Aging_Temp_K,Aging_Time_h,Electrical_Conductivity_IACS
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,0.5,34
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,1,39
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,2,41
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,4,45
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,8,46
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,12,47
Cu-2.1Ni–0.5Si–0.2Zr,Cu-Ni-Si alloys,97.18,0,0,0,2.11,0.53,1193,773,16,47
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,0.167,23
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,0.333,24
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,0.5,25
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,0.75,26
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,1.25,28
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,2,30
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,3,31
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,4.5,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,6,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,8,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,10,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,12,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,14,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,16,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,18,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,673,20,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.167,27
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.333,30
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.5,31
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.75,32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1.5,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,2,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,3,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,4,36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,5,36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,6,37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,9,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,11,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,13,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,15,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,17,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,19,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,21,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,23,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,0.167,30
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,0.333,32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,0.5,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,0.75,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,1,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,1.5,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,2,36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,3,37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,4,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,6,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,8,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,10,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,12,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,14,40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,773,16,40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.167,26
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.333,27
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.5,29
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1,29
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1.5,32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,2,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,3,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,4,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,5,37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,7,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,9,39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,11,40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,13,40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,15,41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,17,42
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,20,43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,23,43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,27,43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.167,30
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.333,32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.5,33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,0.667,34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1,35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,1.5,36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,2,37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,3,38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,4,40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,5,41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,7,41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,9,43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,11,44
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,13,44
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,15,45
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,17,46
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,20,46
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,23,47
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,26,47
Cu-6Ni-1.4Si-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.35,0,0.1,0.15,6,1.4,1243,723,30,47
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,0.5,20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,1,23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,2,25
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,3,26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,4.5,27
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,6,28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,8,28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,10,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,12,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,14,30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,16,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,18,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,673,20,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.167,19
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.5,23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1,26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,2,28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,3,30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,4.5,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,6,32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,8,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,10,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,12,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,14,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,16,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,18,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,20,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,0.167,20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,0.5,27
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,1,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,2,32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,3,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,4.5,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,6,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,8,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,10,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,12,36
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,14,37
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,16,37
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,18,38
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,20,38
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.167,20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.5,23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.667,26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1,28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1.5,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,2,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,3,30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,4,30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,5,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,7,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,9,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,11,32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,13,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,15,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,17,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,20,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,23,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,27,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.167,24
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.333,27
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.5,28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.667,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1,29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1.5,30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,2,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,3,31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,4,32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,5,32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,7,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,9,33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,11,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,13,34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,15,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,17,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,20,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,23,35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,27,36
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,0.5,24
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,1,26
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,2,27
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,5,29
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,8,30
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,9,30
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,17,31
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,723,20,31
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,0.5,26
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,1,28
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,2,30
Cu-6Ni-1Si-0.5Al-0.15Mg-0.1Cr,Cu-Ni-Si alloys,92.25,0.5,0.1,0.15,6,1,1243,773,5,31
